,ID,SentimentText,Affect Dimension,Intensity Class,Sentiment
945,2017-En-20335,Donnie trumpeter is a vapid and vacant vile viper slithering through the landscape and playing on the gears of the fearful and afraid.,fear,1: low amount of fear can be inferred,1
331,2017-En-20989,"Hopefully I'll get this Best Buy job, and officaly #start my #streaming #career , working towards doing something I love #1DayAtaTime",fear,0: no fear can be inferred,0
94,2018-En-00208,I’m so glad I’m not like some of the sad people online who gossip and bully others for their entertainment because they have no life.,fear,0: no fear can be inferred,0
776,2017-En-21565,"It'd probably be useful to more than women, but I'm dealing with re-reading an article about a woman being harassed on the subway. #concern",fear,1: low amount of fear can be inferred,1
314,2017-En-21945,Hey @gmail why can I only see 15 sent emails? Where's the thousands gone?  #panic,fear,3: high amount of fear can be inferred,2
103,2018-En-02854,Three more shifts then I start the next part of my tutorship in response #enjoyingthelastfewdays #excited  #newchallanges,fear,0: no fear can be inferred,0
75,2018-En-02781,The sound of rain is pretty peaceful when you're in a very annoyed mood 😅,fear,0: no fear can be inferred,0
127,2018-En-01678,"@ehtesham_toi @RaviShastriOfc unfortunate decision, our players are more of superstars than cricketers. BCCI scared of their tantrums.",fear,0: no fear can be inferred,0
317,2018-En-04028,.  @danawhite you're a crook. #joke #thief #bully #wanker #dirty #richbutgarbo,fear,0: no fear can be inferred,0
1510,2017-En-20172,"@BBCNews 😝 scared of their own horror story they wrote, afraid of the #terror they spread, will #europe start WW3 in 2017 anniversary of WW1",fear,2: moderate amount of fear can be inferred,1
89,2018-En-02569,@foodfromthesky Hi! I'm curious as to what happened to your growing space in crouch end? Is it just empty?!,fear,0: no fear can be inferred,0
120,2017-En-21966,I'm so confused by the new American horror story 😩,fear,0: no fear can be inferred,0
1118,2017-En-21013,@HoustonTexans just trying to go home tonight? A run on 2nd and 20 and a run on 3rd and 20? That's what champs do... #sike #losers ,fear,0: no fear can be inferred,0
2169,2017-En-21451,"#Question of the #day: what are some of your #nervous #habits? (biting fingernails, tapping your foot, clenching your teeth...)",fear,0: no fear can be inferred,0
1781,2017-En-21479,@AfroNewtzz also your car hahahah 'oh we've broken down lemme just rearrange the car quickly' #nightmare,fear,2: moderate amount of fear can be inferred,1
130,2018-En-00938,@_Oteraw unhappy and unfulfilled 😂,fear,1: low amount of fear can be inferred,1
101,2018-En-01911,It’s lack of #faith that makes #people #afraid of #meeting #challenges …\n\n#MuhammadAli,fear,0: no fear can be inferred,0
2155,2017-En-21932,Another day Another flight 🙈  I swear my last ever @easyjet flight!!!! You take the LOVE out of flying #easyjet #horrific #alwaysdelayed,fear,1: low amount of fear can be inferred,1
1426,2017-En-20045,@p4pictures it would be great but what if the card crashes 😱. It's happened to me twice #nightmare,fear,3: high amount of fear can be inferred,2
1053,2017-En-20190,induction day tomorrow for pizza express #nervous,fear,2: moderate amount of fear can be inferred,1
553,2017-En-20163,Don't wanna really go out but I can't say no. Deffo have a fear of missing out,fear,2: moderate amount of fear can be inferred,1
765,2017-En-21487,Panic attacks are the worst. Feeling really sick and still shaking. I should be a sleep.  #depression,fear,3: high amount of fear can be inferred,2
1215,2017-En-21896,i had a panic attack the other night because i thought my mum was out but she was actually downstairs and she started bashing around hrjdjd,fear,3: high amount of fear can be inferred,2
1504,2017-En-21040,@DailyJoshleen KA- like the start of cake and then Like saying C - if that makes sense 😭😂,fear,0: no fear can be inferred,0
95,2017-En-21296,Time for some despair #SDR3  #fuckthisanime,fear,2: moderate amount of fear can be inferred,1
451,2017-En-21334,"@HillaryClinton evidently @realDonaldTrump feels above #norms. SHOW the #tax return, if you have nothing to #fear",fear,0: no fear can be inferred,0
350,2017-En-20240,I want to slide into the dms but im too fucking shy #shy,fear,1: low amount of fear can be inferred,1
1659,2017-En-20853,@stevie7t Why does talksport sound like it's being broadcasted from someone's basement  #quality #amateurs,fear,0: no fear can be inferred,0
1835,2017-En-21007,What's the most important thing you need to accomplish today? #onlinemarketing #solopreneur #start up #success,fear,0: no fear can be inferred,0
1690,2017-En-20062,I had a panic attack when I couldn't find @katrinalaw on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul #panic,fear,3: high amount of fear can be inferred,2
1734,2017-En-20284,We're all in D. T. (Discipleship training or detox) for something. #messy  #cutoff #choosefreedom #CryOut16,fear,1: low amount of fear can be inferred,1
660,2017-En-20230,@MrMalky @kwr66 How awful! Switched off!,fear,1: low amount of fear can be inferred,1
